Date,Name,Type,Quantity,Units,Calories,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
10/14/2018,Bacon,Breakfast,3.0,Slices,120,9,10.50,0,n/a,n/a,0,n/a,255
10/14/2018,Eggs,Breakfast,3.5,Each,245,17.50,21,0,5.25,0,0,647.50,245
10/14/2018,"Cheese, Cheddar",Breakfast,1.125,Ounces,125,10.25,7.97,0,5.70,0,0,34.17,205.3
10/14/2018,Maple Syrup,Breakfast,2.0,Servings,220,n/a,n/a,58,n/a,52,n/a,n/a,n/a
10/14/2018,"Butter, Pure Irish",Breakfast,2.0,Tablespoons,200,22,0,0,16,0,0,60,0
10/14/2018,Kodiak Cakes Power Cakes,Breakfast,60.0,Grams,215,2.26,18.11,33.96,n/a,n/a,n/a,n/a,n/a
10/14/2018,"Pasta, Fettuccine Alfredo, w/ Chicken",Dinner,2.0,Servings,600,16,34,80,8,8,4,90,2100
10/14/2018,"Pizza, Pepperoni, Original Crust, Large",Dinner,3.0,Slices,990,42,39,111,18,12,6,90,2610
10/13/2018,"Ketchup, Tomato",Breakfast,5.0,Tablespoons,100,0,0,25,0,20,0,0,950
10/13/2018,"Lamb Meatballs, Baked",Breakfast,3.0,Each,360,54,39,6,n/a,n/a,n/a,n/a,n/a
10/13/2018,"Tomatoes, Fresh, Medium",Breakfast,2.0,Each,44,0.49,2.16,9.64,0.5,6.47,2.95,0,12.30
10/13/2018,"Sandwich, Roasted Turkey & Avocado BLT on Sourdough, Half",Lunch,1.0,Serving,300,14,16,25,2.50,2,3,35,550
10/13/2018,"Soup, Cream of Chicken & Wild Rice Soup, Cup",Lunch,1.0,Each,180,10,6,18,4.50,1,4,25,920
10/13/2018,"Lemonade, Blood Orange, Large",Lunch,1.0,Each,180,0,1,47,0,43,1,0,30
10/13/2018,"Bread, White",Lunch,1.667,Slices,111,1.37,3.18,21.9,0.30,1.80,1,0,283.81
10/13/2018,"Pasta, Macaroni, Cooked",Lunch,1.5,Cups,251,1.48,9.22,49.7,0.27,0.89,2.86,0,1.59
10/13/2018,Ice Dream Cone,Dinner,1.0,Serving,170,4,5,31,2,25,0,n/a,n/a
10/13/2018,Medium Fries,Dinner,1.0,Serving,170,12,2.50,21.50,n/a,n/a,n/a,n/a,85
10/13/2018,Spicy Chicken Sandwich,Dinner,1.0,Serving,490,20,29,41,4,n/a,n/a,n/a,1730
10/13/2018,Tortilla Chips,Morning Nosh,1.5,Containers,300,21,6,54,n/a,n/a,n/a,0,n/a
10/13/2018,Chicken Sandwich,Dessert,1.0,Serving,440,19,28,40,n/a,n/a,2,n/a,n/a
10/13/2018,Sicillian Pistachio,Dessert,188.0,Grams,420,22,8,48,12.77,48.94,1.6,63.83,106.38
10/12/2018,"Gyro Meat, Lamb",Lunch,0.333,Pound,480,37.30,23.9,14.21,8.88,0,5.33,97.68,1562.88
10/12/2018,"Salad, Greek, Whole",Lunch,0.667,Each,267,24.1,3.34,8.67,5.34,4.67,2.67,16.68,673.67
10/12/2018,Pita Bread,Lunch,2.0,Each,60,1,2,11,0.50,0.50,0.50,0,70
10/12/2018,"Soup, Lentil & Vegetable, Canned",Lunch,1.25,Cups,200,5,8.75,30,0.63,6.25,10,0,850
10/12/2018,"Steak, New York Strip, 10 oz",Dinner,1.5,Each,818,52.50,87,0,22.50,0,0,181.50,591
10/12/2018,Corn on the Cob,Dinner,1.0,Each,90,1,3,19,0,5,1,0,0
10/12/2018,"Butter, Pure Irish",Dinner,2.0,Tablespoons,200,22,0,0,16,0,0,60,0
10/12/2018,"Sauce, Steak",Dinner,4.0,Tablespoons,60,0,0,12,0,8,0,0,1120
10/12/2018,"Salad, Mediterranean Crunch",Dinner,2.0,Cups,300,20,6,26,4,14,4,10,720
10/12/2018,"Bread, French, Medium Slice",Dinner,1.0,Slice,185,1.17,7.52,36.12,0.31,1.64,1.54,0,416
10/11/2018,Dark Chocolate Protein,Breakfast,12.0,Fluid ounces,240,9,16,23,6,15,6,n/a,300
10/11/2018,Perfect bar - Dark chocolate crisp,Breakfast,1.0,Serving,260,15,10,20,2.50,12,3,10,15
10/11/2018,Chicken breast Burrito Bowl,Lunch,1.0,Package,390,10,30,46,6,4,7,40,720
10/11/2018,Wild Alaskan Sockeye Salmon,Lunch,212.0,Grams,340,16,48,0,4,0,0,92,760
10/11/2018,"Milk, Whole, Grass-Fed, Organic",Dinner,1.5,Cups,225,12,12,18,7.50,16.50,0,45,180
10/11/2018,"Cookie, Chocolate Chip, Large",Dinner,1.0,Each,190,9.32,2.5,25.54,3.98,14.6,0.96,0,118.40
10/11/2018,"Bread, French, Medium Slice",Dinner,1.0,Slice,185,1.17,7.52,36.12,0.31,1.64,1.54,0,416
10/11/2018,"Pasta, Spaghetti, Enriched, Cooked",Dinner,1.75,Cups,387,2.28,14.21,75.61,0.42,1.37,4.41,0,2.45
10/11/2018,"Pasta Sauce, Tomato & Basil",Dinner,1.0,Cup,180,5,4,30,0,22,8,0,1080
10/11/2018,"Meatballs, w/ Beef & Pork, 1 Oz",Dinner,4.0,Pieces,391,27.28,30.2,4.71,7.37,1.72,0.25,162.67,250.81
10/11/2018,Cesar Salad,Dinner,1.0,Cup,150,12,4,7,2,1,2,15,270
10/11/2018,"Granola, Clusters, Cherry Walnut, Active w/Omega 3",Morning Nosh,0.25,Cup,120,3.50,3,20,0,8,3,0,15
10/11/2018,"Cheese, Mozzarella, String",Morning Nosh,1.0,Ounce,81,5.6,8.10,0,3.4,0,0,15.19,172.12
10/11/2018,Perfect bar - Dark chocolate crisp,Morning Nosh,0.25,Serving,65,3.75,2.50,5,0.63,3,0.75,2.50,3.75
10/11/2018,"Chips, Exotic Root Vegetable",Morning Nosh,0.25,Ounce,31,1.77,0.25,4.56,0.25,0,0.51,0,5.57
10/10/2018,Bacon,Breakfast,3.0,Slices,120,9,10.50,0,n/a,n/a,0,n/a,255
10/10/2018,Eggs,Breakfast,4.0,Each,280,20,24,0,6,0,0,740,280
