Date,Name,Type,Quantity,Units,Calories,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
10/07/2018,Gronola,Breakfast,0.5,Cup,165,3.75,3,30.3,n/a,9.1,3,n/a,60.6
10/07/2018,Eggs,Breakfast,3.0,Each,210,15,18,0,4.50,0,0,555,210
10/07/2018,Bacon,Breakfast,3.0,Slices,120,9,10.50,0,n/a,n/a,0,n/a,255
10/07/2018,"Cheese, Cheddar",Breakfast,1.25,Ounces,139,11.39,8.86,0,6.33,0,0,37.97,227.81
10/07/2018,"Apple, Small",Breakfast,1.0,Each,77,0.25,0.39,20.58,0.3,15.48,3.58,0,1.49
10/07/2018,Grassfed Vitamin D Milk,Breakfast,0.25,Cup,43,2.25,2,3.25,1.25,3,0,8.75,35
10/07/2018,"Brisket, Beef, Sliced, 4 oz",Dinner,1.25,Each,413,27.50,40,2.50,11.25,1.25,0,146.25,877.50
10/07/2018,"Sausage, Italian, Link",Dinner,2.0,Each,250,14.15,27.10,3.53,5.46,0,0,50.40,957.60
10/07/2018,"Pork Ribs, Spareribs, Braised",Dinner,0.125,Pound,225,17.18,16.48,0,6.30,0,0,68.61,52.73
10/07/2018,"Chili, w/ Beans",Dinner,0.333,Cup,95,4.68,4.87,10.15,2,1.1,3.75,14.49,445
10/07/2018,"Salad, Potato",Dinner,0.75,Cup,214,11.31,2.87,25.37,1.93,0,0,112.50,615
10/07/2018,"Bread, White",Dinner,2.0,Slices,133,1.65,3.82,25.30,0.36,2.15,1.20,0,340.50
10/07/2018,"Okra, Fried",Dinner,1.0,Each,190,18,5,42,0,2,3,0,700
10/07/2018,"Ice Cream, Homemade Vanilla",Dinner,1.0,Cup,360,18,8,40,12,38,0,70,140
10/07/2018,"Banana, Medium, 7"" - 7 7/8"" Long",Dinner,1.0,Each,105,0.39,1.29,26.95,0.13,14.43,3.7,0,1.18
10/07/2018,?Ultra Pure Gold,Dinner,12.0,Ounces,85,0,0.50,2.50,0,n/a,n/a,n/a,n/a
10/07/2018,"Pizza, Cheese, 14"", Fast Food",Dinner,0.333,Slice,91,3.26,4.9,11.17,1.45,1.38,0.58,7.20,183.50
10/07/2018,"Fajitas, Beef, Tenderized w/ Papain Slices",Dinner,0.25,Pound,189,6.7,20.25,2.70,4.5,0,0,67.50,971.98
10/07/2018,"Chips, Tortilla, Cafe Style",Dinner,30.0,Pieces,600,30,8.57,77.14,8.57,0,8.57,0,471.43
10/07/2018,"Cheese, Velveeta",Dinner,12.0,Ounces,972,72.90,60.75,36.45,48.60,24.30,0,303.75,4981.41
10/07/2018,"Cheese, Mozzarella, String",Morning Nosh,1.0,Ounce,81,5.6,8.10,0,3.4,0,0,15.19,172.12
10/07/2018,"Almonds, Dark Chocolate Covered",Morning Nosh,32.0,Grams,160,12,3.20,16,4.80,11.20,2.40,0,44
10/06/2018,Reuben The Great (half),Lunch,1.5,Servings,630,27,58.50,37.50,n/a,3,n/a,n/a,n/a
10/06/2018,"Soup, Maine Lobster Chowder, Cup",Lunch,1.333,Each,387,26.66,12,21.33,17.33,9.33,1.33,153.29,1346.33
10/06/2018,Oven Baked Chips bbq,Lunch,32.0,Grams,130,3,2,24,0.50,3,1,0,210
10/06/2018,"Hot Dog, K.S.",Lunch,1.0,Each,570,33,24,46,12,9,2,80,1750
10/06/2018,"Soda, Pepsi",Lunch,1.0,Can,150,0,0,41,0,41,0,0,30
